newspaper	date	wk
the-democrat	1891-02-26	0
the-lebanon-express	1890-12-19	0
los-angeles-herald	1891-03-25	0
the-louisiana-democrat	1890-12-17	0
the-hot-springs-star	1891-01-16	0.0283
the-pacific-commercial-advertiser	1891-03-07	0
the-daily-state-chronicle	1890-12-12	0
morning-appeal	1890-11-06	0
the-record-union	1891-02-07	0
morning-appeal	1890-11-12	0
desoto-times	1890-12-04	0
the-daily-morning-astorian	1890-11-18	0
the-portland-daily-press	1891-02-28	0
the-record-union	1891-02-13	0
the-hartford-herald	1890-11-05	0
the-pacific-commercial-advertiser	1891-03-13	0
the-daily-state-chronicle	1890-12-06	0
mexico-weekly-ledger	1891-01-29	0
the-hot-springs-star	1891-01-02	0.0215
deseret-evening-news	1891-01-10	0
the-louisiana-democrat	1890-12-03	0
los-angeles-herald	1891-03-31	0
the-critic	1891-01-22	0.0102
the-cambria-freeman	1890-11-21	0
the-superior-times	1890-12-06	0
catoctin-clarion	1891-03-19	0
mexico-weekly-ledger	1891-01-01	0
the-corvallis-gazette	1891-02-20	0
the-indianapolis-journal	1891-02-12	0
the-daily-bulletin	1891-01-27	0
the-princeton-union	1891-03-19	0
los-angeles-herald	1891-03-19	0
the-jersey-city-news	1891-01-12	0
the-jersey-city-news	1891-01-06	0
baxter-springs-news	1890-11-08	0
the-watchman-and-southron	1891-03-04	0
the-daily-morning-astorian	1890-11-24	0
the-portland-daily-press	1891-02-14	0
the-weekly-thibodaux-sentinel-and-journal-of-the-8th-senatorial-district	1890-12-27	0
the-press	1891-01-08	0
middlebury-register	1890-12-05	0
scranton-wochenblatt	1890-12-11	0
orleans-county-monitor	1891-03-23	0
mexico-weekly-ledger	1891-01-15	0
the-indianapolis-journal	1891-02-06	0
omaha-daily-bee	1891-01-22	0.021
the-yakima-herald	1891-03-12	0
watertown-republican	1891-02-18	0
mohave-county-miner	1890-12-20	0
evening-capital	1891-01-26	0
wheeling-register	1891-02-24	0
the-true-northerner	1890-12-24	0
the-madison-daily-leader	1891-02-09	0
the-evening-bulletin	1891-02-04	0
idaho-county-free-press	1890-12-19	0
the-pioneer-express	1890-11-28	0
the-newberry-herald-and-news	1890-11-20	0
gazeta-de-puerto-rico	1890-12-27	0
iron-county-register	1891-02-12	0
indian-chieftain	1891-02-05	0.013
the-dalles-daily-chronicle	1890-12-27	0
clinch-valley-news	1890-12-05	0
the-irish-standard	1891-01-31	0
weekly-expositor	1890-11-07	0
telegram-herald	1891-01-19	0
morris-tribune	1890-11-26	0
st	1891-03-28	0
morning-journal-and-courier	1891-01-27	0
wood-river-times	1890-11-24	0
the-southern-herald	1891-01-30	0
pittsburg-dispatch	1891-02-08	0
the-evening-bulletin	1891-02-10	0
the-londonderry-sifter	1890-12-18	0
the-advocate	1890-12-10	0
the-wilmington-daily-republican	1891-03-10	0
pittsburg-dispatch	1891-02-20	0
wheeling-register	1891-02-18	0
the-sun	1890-12-05	0
fort-worth-daily-gazette	1890-11-05	0
arizona-republican	1890-11-11	0
fergus-falls-ugeblad	1890-11-05	0
evening-star	1890-12-26	0
telegram-herald	1891-01-31	0
the-pioneer-express	1890-11-14	0
new-ulm-weekly-review	1891-01-21	0
thomas-county-cat	1890-12-25	0
freie-presse-für-texas	1890-11-03	0
the-somerset-herald	1891-02-04	0
st	1891-03-14	0
freie-presse-für-texas	1890-11-17	0
telegram-herald	1891-01-25	0.011
fort-worth-daily-gazette	1890-11-11	0
arizona-republican	1890-11-05	0
boletín-mercantil-de-puerto-rico	1891-01-27	0
wood-river-times	1890-11-18	0
the-wilmington-daily-republican	1891-03-04	0
the-madison-daily-leader	1891-02-21	0
the-sun	1890-12-11	0
evening-capital-journal	1891-02-06	0
jamestown-weekly-alert	1891-03-12	0
evening-journal	1890-11-06	0
the-wheeling-daily-intelligencer	1891-02-10	0
the-weekly-register	1890-12-24	0
the-republican-journal	1891-01-22	0
the-seattle-post-intelligencer	1891-02-16	0
the-salt-lake-herald	1891-03-10	0
wheeling-sunday-register	1891-03-01	0
rock-island-daily-argus	1891-02-10	0
tombstone-daily-prospector	1891-02-12	0
the-morning-news	1891-01-13	0.0177
los-angeles-herald	1890-12-03	0
the-wichita-daily-eagle	1891-02-08	0
daily-yellowstone-journal	1890-12-24	0.0103
the-morning-call	1891-01-03	0.0256
the-morning-news	1891-01-07	0.0193
tombstone-daily-prospector	1891-02-06	0
rock-island-daily-argus	1891-02-04	0
los-angeles-herald	1890-12-17	0
daily-yellowstone-journal	1890-12-30	0
the-aegis-&-intelligencer	1890-11-14	0
workmen's-advocate	1891-03-14	0
the-morning-call	1891-01-17	0.0234
dziennik-chicagoski	1891-02-24	0
the-louisiana-democrat	1891-03-25	0
the-seattle-post-intelligencer	1891-02-02	0
the-salt-lake-herald	1891-03-04	0
barton-county-democrat	1891-02-05	0
wheeling-sunday-register	1891-03-15	0
dodge-city-times	1891-01-30	0
the-st	1891-03-28	0
the-daily-state-chronicle	1891-03-20	0
evening-capital-journal	1891-02-12	0
evening-journal	1890-11-12	0
the-meridional	1890-12-20	0
the-wheeling-daily-intelligencer	1891-02-04	0
the-times	1891-01-03	0
the-washington-bee	1891-02-07	0
ellsworth-american	1891-03-26	0
the-daily-state-chronicle	1891-03-08	0
new-york-tribune	1891-01-03	0.0114
the-frankfort-roundabout	1890-12-27	0
daily-yellowstone-journal	1890-12-18	0
alexandria-gazette	1891-02-07	0
alexandria-gazette	1891-02-13	0
dziennik-chicagoski	1891-02-18	0
essex-county-herald	1891-03-13	0
wheeling-sunday-register	1891-03-29	0
the-wichita-daily-eagle	1891-02-20	0
workmen's-advocate	1891-03-28	0
the-aegis-&-intelligencer	1890-11-28	0
new-york-tribune	1891-01-17	0.0101
the-pacific-commercial-advertiser	1890-12-09	0
democratic-northwest	1890-11-13	0
the-times	1891-01-17	0
hermanner-volksblatt	1891-03-27	0
the-port-gibson-reveille	1890-11-07	0
la-correspondencia-de-puerto-rico	1891-01-26	0
richmond-dispatch	1891-02-13	0
connecticut-western-news	1890-11-12	0
the-roanoke-times	1890-11-11	0
the-enterprise	1890-12-31	0
oxford-democrat	1890-12-23	0
the-roanoke-times	1890-11-05	0
richmond-dispatch	1891-02-07	0
the-anaconda-standard	1891-02-08	0
evening-star	1891-03-28	0
the-helena-independent	1891-01-27	0.0125
the-austin-weekly-statesman	1891-03-19	0
the-anaconda-standard	1891-02-20	0
savannah-courier	1890-12-04	0
st	1890-12-26	0
der-deutsche-correspondent	1891-02-04	0
santa-fe-daily-new-mexican	1891-01-30	0
the-sully-county-watchman	1891-01-10	0
asheville-daily-citizen	1891-01-16	0
the-democratic-advocate	1891-02-21	0
daily-tobacco-leaf-chronicle	1891-01-12	0.0337
the-semi-weekly-tribune	1890-12-10	0
waterbury-evening-democrat	1891-01-12	0.0256
the-sun	1891-03-23	0
news-and-citizen	1891-03-12	0
the-delta-independent	1891-01-20	0.0137
daily-tobacco-leaf-chronicle	1891-01-06	0.0353
waterbury-evening-democrat	1891-01-06	0.0176
idaho-semi-weekly-world	1891-01-23	0
der-deutsche-correspondent	1891-02-10	0
santa-fe-daily-new-mexican	1891-01-24	0
asheville-daily-citizen	1891-01-02	0.0114
evening-star	1891-03-14	0
the-arizona-champion	1890-12-20	0
the-sun	1891-03-21	0
waterbury-evening-democrat	1891-01-10	0.0255
the-pickens-sentinel	1891-03-12	0
oxford-democrat	1890-12-09	0
daily-tobacco-leaf-chronicle	1891-01-10	0.0254
evening-star	1891-03-02	0
asheville-daily-citizen	1891-01-14	0
bridgeton-pioneer	1891-03-26	0
the-mccook-tribune	1890-11-14	0
der-deutsche-correspondent	1891-02-06	0
belmont-chronicle	1891-02-26	0
st	1890-12-24	0
the-evening-world	1891-02-17	0
la-correspondencia-de-puerto-rico	1891-01-18	0
the-anaconda-standard	1891-02-22	0
the-helena-independent	1891-01-25	0
the-evening-world	1891-02-03	0
st	1890-12-30	0
the-helena-independent	1891-01-31	0
the-globe-republican	1891-03-04	0
evening-star	1891-03-16	0
der-deutsche-correspondent	1891-02-12	0
santa-fe-daily-new-mexican	1891-01-26	0
the-semi-weekly-tribune	1890-12-06	0
the-kinsley-graphic	1891-02-13	0
the-roanoke-times	1890-11-13	0
idaho-semi-weekly-world	1891-01-09	0
the-iola-register	1891-01-16	0.0188
richmond-dispatch	1891-02-11	0
st	1890-12-18	0
the-hope-pioneer	1890-11-07	0
gazeta-de-puerto-rico	1891-03-03	0
the-helena-independent	1891-01-19	0.017
vermont-phœnix	1891-03-27	0
the-news-herald	1890-12-25	0
the-dalles-daily-chronicle	1891-03-03	0
asheville-daily-citizen	1891-01-28	0
the-mccook-tribune	1890-11-28	0
the-dalles-daily-chronicle	1891-03-17	0
the-cecil-whig	1891-01-31	0
ameryka	1890-12-27	0
the-caldwell-tribune	1890-12-06	0
la-correspondencia-de-puerto-rico	1891-01-30	0
griggs-courier	1891-02-06	0
the-camden-journal	1890-12-04	0
gazeta-de-puerto-rico	1891-03-17	0
the-sun	1891-03-09	0
richmond-dispatch	1891-02-05	0
the-roanoke-times	1890-11-07	0
the-bennington-banner	1891-03-26	0
the-iola-register	1891-01-02	0
the-seattle-post-intelligencer	1891-02-28	0
alexandria-gazette	1891-02-05	0
the-ketchum-keystone	1891-01-03	0
the-manchester-journal	1891-03-19	0
new-york-tribune	1891-01-01	0.0129
mower-county-transcript	1890-12-03	0
the-times	1891-01-01	0
the-republican-journal	1891-01-08	0
mower-county-transcript	1890-12-17	0
virginia-free-press	1891-03-11	0
the-times	1891-01-15	0
new-york-tribune	1891-01-15	0.0111
the-ketchum-keystone	1891-01-17	0
the-morning-call	1891-01-29	0
arizona-weekly-citizen	1891-02-21	0
los-angeles-herald	1890-12-29	0
the-wichita-daily-eagle	1891-02-22	0
the-stark-county-democrat	1891-03-26	0
delaware-gazette-and-state-journal	1891-03-19	0
alexandria-gazette	1891-02-11	0
the-morning-call	1891-01-01	0.0124
the-morning-news	1891-01-11	0
tombstone-daily-prospector	1891-02-10	0
rock-island-daily-argus	1891-02-12	0
los-angeles-herald	1890-12-01	0
the-salt-lake-herald	1891-03-12	0
the-seattle-post-intelligencer	1891-02-14	0
the-bossier-banner	1890-11-13	0
the-newtown-bee	1890-12-12	0
the-pacific-commercial-advertiser	1890-12-23	0
the-wheeling-daily-intelligencer	1891-02-12	0
evening-journal	1890-11-04	0
evening-capital-journal	1891-02-04	0
new-york-tribune	1891-01-29	0
the-wheeling-daily-intelligencer	1891-02-06	0
the-magnolia-gazette	1891-01-31	0
evening-journal	1890-11-10	0
evening-capital-journal	1891-02-10	0
the-daily-state-chronicle	1891-03-22	0
the-times	1891-01-29	0
the-salt-lake-herald	1891-03-06	0
the-herald-advance	1891-03-13	0
dziennik-chicagoski	1891-02-26	0
juniata-sentinel-and-republican	1891-02-25	0
the-morning-call	1891-01-15	0.0275
rock-island-daily-argus	1891-02-06	0
tombstone-daily-prospector	1891-02-04	0
the-morning-news	1891-01-05	0.0154
los-angeles-herald	1890-12-15	0
turner-county-herald	1891-03-26	0
freie-presse-für-texas	1890-11-01	0
daily-independent	1890-11-25	0
st	1891-03-02	0
the-dalles-daily-chronicle	1890-12-19	0
evening-star	1890-12-24	0
the-wahpeton-times	1891-03-12	0
arizona-republican	1890-11-13	0
bismarck-weekly-tribune	1891-02-20	0
fort-worth-daily-gazette	1890-11-07	0
the-sun	1890-12-07	0
pittsburg-dispatch	1891-02-22	0
the-wilmington-daily-republican	1891-03-12	0
the-vermont-watchman	1890-11-12	0
the-sun	1890-12-13	0
the-madison-daily-leader	1891-02-23	0
the-wilmington-daily-republican	1891-03-06	0
wood-county-reporter	1891-02-26	0
the-manitowoc-pilot	1890-11-13	0
arizona-republican	1890-11-07	0
boletín-mercantil-de-puerto-rico	1891-01-25	0
fort-worth-daily-gazette	1890-11-13	0
abilene-weekly-reflector	1890-12-11	0
telegram-herald	1891-01-27	0.0138
sullivan-republican	1890-11-14	0
evening-star	1890-12-30	0.0146
the-jasper-weekly-courier	1890-11-21	0
morning-journal-and-courier	1891-01-19	0
freie-presse-für-texas	1890-11-15	0
st	1891-03-16	0
evening-star	1890-12-18	0
the-farmers'-union	1891-03-26	0
daily-independent	1890-11-19	0
sturgis-advertiser	1890-11-27	0
morning-journal-and-courier	1891-01-31	0
crawford-avalanche	1890-12-18	0
gazeta-de-puerto-rico	1890-12-25	0
south-branch-intelligencer	1890-12-26	0
the-evening-bulletin	1891-02-06	0
wheeling-register	1891-02-26	0
the-gold-leaf	1891-02-19	0
evening-capital	1891-01-24	0
dakota-farmers'-leader	1891-02-05	0
the-redwood-gazette	1890-12-04	0
the-state-rights-democrat	1891-02-27	0
evening-capital	1891-01-30	0
lewiston-teller	1891-02-05	0
the-evening-bulletin	1891-02-12	0
wood-river-times	1890-11-26	0
freie-presse-für-texas	1890-11-29	0
the-dalles-daily-chronicle	1890-12-31	0
sullivan-republican	1890-11-28	0
mower-county-transcript	1891-03-25	0
the-jersey-city-news	1891-01-10	0
the-portland-daily-press	1891-02-02	0
the-critic	1891-01-08	0.0122
the-caucasian	1891-02-12	0
the-indianapolis-journal	1891-02-10	0
herald-and-news	1891-02-05	0.0124
omaha-daily-bee	1891-01-20	0.0158
the-daily-bulletin	1891-01-31	0
yorkville-enquirer	1891-03-11	0
the-indianapolis-journal	1891-02-04	0
the-mitchell-capital	1890-11-28	0
daily-yellowstone-journal	1891-03-28	0
the-portland-daily-press	1891-02-16	0
the-state-republican	1890-11-20	0
the-record-union	1891-02-05	0
the-florida-agriculturist	1890-12-03	0
morning-appeal	1890-11-04	0
the-daily-state-chronicle	1890-12-10	0
the-pacific-commercial-advertiser	1891-03-05	0
baxter-springs-news	1890-11-22	0
the-st	1890-12-18	0
the-red-cloud-chief	1890-12-19	0
omaha-daily-bee	1891-01-08	0.0346
the-hawaiian-gazette	1891-03-31	0
the-daily-bulletin	1891-01-19	0.0137
deseret-evening-news	1891-01-06	0.0252
spirit-of-jefferson	1891-01-13	0
orleans-county-monitor	1891-03-09	0
the-press	1891-01-22	0
los-angeles-herald	1891-03-27	0
the-state-chronicle	1891-03-11	0
the-big-stone-post	1890-12-05	0
the-critic	1891-01-20	0
daily-yellowstone-journal	1891-03-14	0
the-mitchell-capital	1890-11-14	0
the-salt-lake-herald	1890-12-20	0
the-western-sentinel	1891-02-05	0
deseret-evening-news	1891-01-12	0
the-daily-state-chronicle	1890-12-04	0
the-newtown-bee	1891-03-20	0
lyon-county-times	1891-01-10	0
the-pacific-commercial-advertiser	1891-03-11	0
the-record-union	1891-02-11	0
southern-standard	1891-01-24	0
the-florida-agriculturist	1890-12-17	0
the-semi-weekly-tribune	1891-01-31	0.0218
idaho-semi-weekly-world	1890-12-16	0
frostburg-mining-journal	1890-11-22	0
the-wilmington-daily-republican	1891-01-17	0
st	1891-01-07	0.0181
the-helena-independent	1890-12-06	0
the-anaconda-standard	1890-11-01	0
santa-fe-daily-new-mexican	1890-12-11	0
der-deutsche-correspondent	1890-11-25	0
the-maryville-times	1891-02-18	0
telegram-herald	1891-03-22	0
asheville-daily-citizen	1890-12-23	0
the-russellville-democrat	1890-11-27	0
santa-fe-daily-new-mexican	1890-12-05	0
flat-top-monitor	1891-02-12	0
st	1891-01-13	0.0197
the-evening-world	1890-11-20	0
the-helena-independent	1890-12-12	0
the-anaconda-standard	1890-11-15	0
the-wilmington-daily-republican	1891-01-03	0.0216
evening-capital	1891-03-09	0
boletín-mercantil-de-puerto-rico	1891-03-20	0
the-roanoke-times	1891-02-18	0
waterbury-evening-democrat	1890-12-27	0
idaho-semi-weekly-world	1890-12-02	0
daily-tobacco-leaf-chronicle	1890-12-27	0
wiarus	1890-12-18	0
evening-capital	1891-03-21	0
boletín-mercantil-de-puerto-rico	1891-03-08	0
blue-grass-blade	1891-01-03	0
the-progressive-farmer	1891-01-27	0
the-cecil-whig	1890-12-06	0
ameryka	1891-01-10	0
der-deutsche-correspondent	1890-11-19	0
mineral-point-tribune	1890-11-27	0
the-caldwell-tribune	1891-01-31	0
the-evening-world	1890-11-08	0
morning-journal-and-courier	1891-03-20	0
the-united-opinion	1891-03-13	0
the-anaconda-standard	1890-11-29	0
the-pioche-weekly-record	1890-11-22	0
the-roanoke-times	1891-02-24	0
richmond-dispatch	1890-11-26	0
richmond-planet	1890-12-20	0
the-ketchum-keystone	1890-12-20	0
the-wichita-daily-eagle	1890-11-15	0
the-yakima-herald	1891-01-01	0
omaha-daily-bee	1891-03-31	0
the-daily-bulletin	1891-03-20	0
alexandria-gazette	1890-11-26	0
democratic-northwest	1891-02-26	0
new-york-tribune	1890-12-22	0
burlington-weekly-free-press	1891-03-20	0
the-daily-critic	1890-11-20	0
brenham-weekly-banner	1891-03-26	0
the-wheeling-daily-intelligencer	1890-11-19	0
the-hickman-courier	1891-02-13	0
echo-de-l'ouest	1890-12-24	0
the-pacific-commercial-advertiser	1891-01-28	0
the-yakima-herald	1891-01-15	0.0136
omaha-daily-bee	1891-03-25	0
süd-california-deutsche-zeitung	1890-11-21	0
the-national-tribune	1891-03-26	0
yorkville-enquirer	1891-01-14	0
mexico-weekly-ledger	1891-03-12	0
catoctin-clarion	1891-01-22	0
the-state-chronicle	1891-01-28	0
rock-island-daily-argus	1890-11-19	0
the-wichita-daily-eagle	1890-11-01	0
the-critic	1891-03-19	0
deseret-evening-news	1891-03-03	0
the-morning-call	1890-12-22	0
juniata-sentinel-and-republican	1890-11-12	0
los-angeles-herald	1891-01-22	0
the-wichita-daily-eagle	1890-11-29	0
freeland-tribune	1891-02-05	0
the-princeton-union	1891-01-22	0
the-magnolia-gazette	1890-12-06	0
evening-journal	1891-02-27	0
dodge-city-times	1890-12-05	0
the-windham-county-reformer	1891-02-13	0
the-pacific-commercial-advertiser	1891-01-14	0
echo-de-l'ouest	1890-12-18	0
the-wheeling-daily-intelligencer	1890-11-25	0
southern-standard	1891-03-21	0
the-daily-critic	1890-11-08	0
alpena-weekly-argus	1891-03-25	0
the-state-chronicle	1891-01-14	0
the-critic	1891-03-25	0
the-morning-news	1890-12-26	0
rock-island-daily-argus	1890-11-25	0
daily-yellowstone-journal	1891-01-11	0.0124
omaha-daily-bee	1891-03-19	0
the-yakima-herald	1891-01-29	0
the-hawaiian-gazette	1891-01-20	0
deseret-evening-news	1891-03-17	0
yorkville-enquirer	1891-01-28	0
the-seattle-post-intelligencer	1890-11-23	0
maryland-independent	1890-11-28	0
evening-star	1891-01-07	0.0229
telegram-herald	1890-12-10	0
asheville-daily-citizen	1891-03-11	0
daily-independent	1891-02-06	0
the-helena-independent	1891-03-20	0
the-madison-daily-leader	1890-11-14	0
pittsburg-dispatch	1890-11-01	0
the-sun	1891-01-24	0.0132
the-evening-bulletin	1890-11-19	0
the-carbon-advocate	1890-11-15	0
the-gold-leaf	1890-11-06	0
news-and-citizen	1891-01-01	0
boletín-mercantil-de-puerto-rico	1890-12-12	0
the-farmers'-alliance	1890-11-01	0
watertown-republican	1890-11-05	0
the-farmers'-alliance	1890-11-15	0
arizona-republican	1891-02-24	0
idaho-semi-weekly-world	1891-03-24	0
pittsburg-dispatch	1890-11-15	0
the-sun	1891-01-30	0
the-vermont-watchman	1891-02-25	0
wessington-springs-herald	1891-02-13	0
the-carbon-advocate	1890-11-01	0
news-and-citizen	1891-01-15	0
the-bolivar-bulletin	1891-03-06	0
lake-charles-commercial	1890-11-29	0
daily-independent	1891-02-12	0
la-correspondencia-de-puerto-rico	1891-03-09	0
evening-star	1891-01-13	0.0167
asheville-daily-citizen	1891-03-05	0
telegram-herald	1890-12-04	0
santa-fe-daily-new-mexican	1891-03-23	0
the-columbian	1890-12-19	0
shepherdstown-register	1890-12-26	0
the-weekly-union-times	1891-02-20	0
the-forrest-city-times	1891-02-13	0
la-correspondencia-de-puerto-rico	1891-03-21	0
morning-journal-and-courier	1890-12-12	0
the-somerset-herald	1890-11-19	0
the-austin-weekly-statesman	1891-01-22	0.0156
gazeta-de-puerto-rico	1891-01-06	0
maryland-independent	1890-11-14	0
the-dalles-daily-chronicle	1891-01-06	0.0222
fergus-falls-ugeblad	1891-02-18	0
clinch-valley-news	1891-01-30	0
the-iola-register	1891-03-13	0
the-southern-herald	1890-12-05	0
wheeling-register	1890-11-05	0
the-madison-daily-leader	1890-11-28	0
the-evening-bulletin	1890-11-25	0.0106
sacramento-daily-record-union	1890-11-22	0
the-sun	1891-01-18	0
wood-river-times	1891-02-11	0
the-carbon-advocate	1890-11-29	0
lake-charles-commercial	1890-11-01	0
pittsburg-dispatch	1890-11-29	0
wheeling-register	1890-11-11	0
wood-river-times	1891-02-05	0
news-and-citizen	1891-01-29	0
lake-charles-commercial	1890-11-15	0
the-farmers'-alliance	1890-11-29	0
arizona-republican	1891-02-18	0
evening-capital	1890-12-13	0
the-great-west	1891-02-13	0
the-appeal	1891-03-07	0
the-dalles-daily-chronicle	1891-01-12	0.015
the-charlotte-democrat	1890-11-07	0
iron-county-register	1890-11-27	0
morning-journal-and-courier	1890-12-06	0
the-helena-independent	1891-03-08	0
new-york-tribune	1891-03-04	0
the-portland-daily-press	1890-11-21	0
jamestown-weekly-alert	1891-01-29	0.0119
washington-standard	1891-02-13	0
the-republican-journal	1891-03-19	0
semi-weekly-interior-journal	1890-11-21	0
the-times	1891-03-04	0
delaware-gazette-and-state-journal	1891-01-08	0.0466
the-daily-bulletin	1890-12-06	0
omaha-daily-bee	1890-12-17	0
deseret-evening-news	1890-12-19	0
middlebury-register	1891-01-30	0
the-morning-news	1891-03-28	0
the-manchester-journal	1891-01-08	0
