newspaper	date	wk
wessington-springs-herald	1891-02-20	0
the-opelousas-courier	1891-02-21	0
alpena-weekly-argus	1890-12-24	0
the-cambria-freeman	1891-02-27	0
the-morning-news	1891-03-27	0
the-critic	1890-12-24	0
the-salt-lake-herald	1891-01-24	0.0146
the-red-cloud-chief	1891-01-09	0.0403
omaha-daily-bee	1890-12-18	0
union-county-courier	1891-02-27	0
the-daily-bulletin	1890-12-09	0
iowa-county-democrat	1890-11-07	0
rio-grande-republican	1890-11-15	0
deseret-evening-news	1890-12-16	0
echo-de-l'ouest	1891-03-19	0
the-st	1891-01-08	0
southern-standard	1890-12-20	0
morning-appeal	1891-02-14	0
the-magnolia-gazette	1891-03-07	0
the-meeker-herald	1890-11-08	0
the-daily-state-chronicle	1891-01-14	0
the-salt-lake-herald	1891-01-30	0
the-indianapolis-journal	1890-11-28	0
deseret-evening-news	1890-12-02	0
rio-grande-republican	1890-11-01	0
the-morning-call	1891-03-23	0
the-critic	1890-12-30	0
the-democrat	1890-11-20	0
omaha-daily-bee	1890-12-24	0
the-salt-lake-herald	1891-01-18	0.0106
rio-grande-republican	1890-11-29	0
the-arizona-sentinel	1890-11-08	0
the-critic	1890-12-18	0
the-portland-daily-press	1890-11-12	0
washington-standard	1891-02-20	0
morning-appeal	1891-02-28	0
the-daily-state-chronicle	1891-01-28	0
the-portland-daily-press	1890-11-06	0
new-york-tribune	1891-03-23	0
the-ketchum-keystone	1891-03-21	0
the-lebanon-express	1891-01-23	0.0161
the-saline-county-journal	1890-11-06	0
omaha-daily-bee	1890-12-30	0
the-indianapolis-journal	1890-11-14	0
hopkinsville-kentuckian	1890-12-23	0
new-york-tribune	1891-03-22	0
the-state-republican	1891-02-19	0
the-portland-daily-press	1890-11-07	0
semi-weekly-interior-journal	1890-11-07	0
the-jersey-city-news	1890-12-15	0
the-times	1891-03-22	0
aberdeen-herald	1891-02-12	0
the-daily-state-chronicle	1891-01-29	0
albuquerque-weekly-citizen	1891-01-10	0
the-indianapolis-journal	1890-11-15	0
the-daily-bulletin	1890-12-20	0
omaha-daily-bee	1890-12-31	0.0161
middlebury-register	1891-01-16	0
the-saline-county-journal	1890-11-13	0
the-critic	1890-12-19	0
middlebury-register	1891-01-02	0
the-indianapolis-journal	1890-11-01	0
western-liberal	1891-02-20	0
omaha-daily-bee	1890-12-25	0
the-jersey-city-news	1890-12-01	0
orange-county-observer	1891-02-21	0
the-butler-weekly-times	1890-11-05	0
the-portland-daily-press	1890-11-13	0
the-jersey-city-news	1890-12-29	0
the-daily-state-chronicle	1891-01-15	0
morning-appeal	1891-02-01	0
the-holt-county-sentinel	1890-11-21	0
the-critic	1890-12-31	0
alpena-weekly-argus	1890-12-31	0
the-morning-call	1891-03-22	0
spirit-of-jefferson	1890-12-16	0
deseret-evening-news	1890-12-03	0
the-indianapolis-journal	1890-11-29	0
the-salt-lake-herald	1891-01-31	0
spirit-of-jefferson	1890-12-02	0
deseret-evening-news	1890-12-17	0
the-hot-springs-star	1890-12-05	0
the-herald-advance	1891-01-30	0
the-daily-bulletin	1890-12-08	0
omaha-daily-bee	1890-12-19	0
the-salt-lake-herald	1891-01-25	0
the-morning-news	1891-03-26	0
morning-appeal	1891-02-15	0
watauga-democrat	1891-02-05	0
deming-headlight	1891-03-21	0
the-daily-state-chronicle	1891-01-01	0
santa-fe-daily-new-mexican	1891-03-11	0
evening-star	1891-01-21	0.0197
thomas-county-cat	1891-01-22	0.024
the-helena-independent	1891-03-06	0
freie-presse-für-texas	1891-02-04	0
daily-independent	1891-02-20	0
morning-journal-and-courier	1890-12-08	0
the-gold-leaf	1890-11-20	0
idaho-news	1891-01-10	0
pittsburg-dispatch	1890-11-27	0
the-sun	1891-01-02	0.0163
the-redwood-gazette	1891-01-29	0
daily-tobacco-leaf-chronicle	1891-03-27	0
arizona-republican	1891-02-02	0
dakota-farmers'-leader	1890-11-28	0
evening-capital	1890-12-09	0
the-bolivar-bulletin	1891-03-20	0
the-madison-daily-leader	1890-11-26	0
the-sun	1891-01-16	0.0226
gazeta-de-puerto-rico	1891-01-08	0
the-helena-independent	1891-03-12	0
freie-presse-für-texas	1891-02-10	0
the-prison-mirror	1890-11-13	0
santa-fe-daily-new-mexican	1891-03-05	0
oxford-eagle	1891-03-19	0
the-dalles-daily-chronicle	1891-01-08	0.0194
asheville-daily-citizen	1891-03-23	0
telegram-herald	1890-12-22	0
south-branch-intelligencer	1891-01-23	0
gazeta-de-puerto-rico	1891-01-20	0
la-correspondencia-de-puerto-rico	1891-03-07	0
chariton-courier	1891-03-26	0
clinch-valley-news	1891-01-16	0
perrysburg-journal	1891-01-10	0.0159
the-dalles-daily-chronicle	1891-01-20	0.0107
the-redwood-gazette	1891-01-01	0
sacramento-daily-record-union	1890-11-04	0
the-evening-bulletin	1890-11-03	0
wood-river-times	1891-02-23	0
the-evening-bulletin	1890-11-17	0
sacramento-daily-record-union	1890-11-10	0
the-appeal	1891-03-21	0
the-redwood-gazette	1891-01-15	0.022
arizona-weekly-journal-miner	1891-02-11	0
dakota-farmers'-leader	1890-11-14	0
the-charlotte-democrat	1890-11-21	0
evening-star	1891-01-09	0.016
la-correspondencia-de-puerto-rico	1891-03-13	0
morning-journal-and-courier	1890-12-20	0
the-morning-news	1890-12-28	0
tombstone-daily-prospector	1890-11-29	0
the-ketchum-keystone	1890-12-06	0
middletown-transcript	1891-03-05	0
richmond-planet	1890-12-06	0
deseret-evening-news	1891-03-19	0
omaha-daily-bee	1891-03-17	0
the-daily-bulletin	1891-03-06	0
the-times	1890-12-04	0
the-forest-republican	1891-01-28	0
the-daily-critic	1890-11-06	0
new-york-tribune	1890-12-04	0
burlington-weekly-free-press	1891-03-06	0
the-weekly-messenger	1891-02-28	0
evening-capital-journal	1890-11-29	0
the-daily-critic	1890-11-12	0
new-york-tribune	1890-12-10	0
the-times	1890-12-10	0
the-jersey-city-news	1891-03-27	0
the-weiser-signal	1891-03-19	0
alexandria-gazette	1890-11-14	0
omaha-daily-bee	1891-03-03	0
arizona-silver-belt	1890-11-08	0
süd-california-deutsche-zeitung	1890-11-07	0
the-daily-bulletin	1891-03-12	0
the-wichita-daily-eagle	1890-11-27	0
deseret-evening-news	1891-03-25	0
los-angeles-herald	1891-01-04	0.0155
the-critic	1891-03-17	0
the-morning-news	1890-12-14	0
rock-island-daily-argus	1890-11-17	0
tombstone-daily-prospector	1890-11-15	0
daily-yellowstone-journal	1891-01-23	0
the-morning-call	1890-12-04	0
evening-capital-journal	1890-11-01	0
the-magnolia-gazette	1890-12-20	0
the-wheeling-daily-intelligencer	1890-11-17	0
deming-headlight	1890-12-13	0
the-weekly-messenger	1891-02-14	0
the-pacific-commercial-advertiser	1891-01-26	0
the-forest-republican	1891-01-14	0
the-republican-journal	1890-12-25	0
evening-capital-journal	1890-11-15	0
the-wheeling-daily-intelligencer	1890-11-03	0
southern-standard	1891-03-07	0
the-critic	1891-03-03	0
los-angeles-herald	1891-01-10	0.0168
tombstone-daily-prospector	1890-11-01	0
rock-island-daily-argus	1890-11-03	0
the-intelligencer	1891-01-24	0
the-aegis-&-intelligencer	1891-02-13	0
the-morning-call	1890-12-10	0
alexandria-gazette	1890-11-28	0
deseret-evening-news	1891-03-31	0
spirit-of-jefferson	1891-03-24	0
the-seattle-post-intelligencer	1890-11-05	0
the-hawaiian-gazette	1891-01-06	0
daily-tobacco-leaf-chronicle	1890-12-15	0
the-semi-weekly-tribune	1891-01-17	0.0397
waterbury-evening-democrat	1890-12-15	0
idaho-semi-weekly-world	1890-12-30	0
the-wilmington-daily-republican	1891-01-31	0
the-bolivar-bulletin	1890-12-12	0
richmond-dispatch	1890-11-28	0
der-westbote	1891-01-29	0
the-helena-independent	1890-12-20	0
the-anaconda-standard	1890-11-27	0
st	1891-01-21	0
the-evening-world	1890-11-12	0
der-deutsche-correspondent	1890-11-03	0
asheville-daily-citizen	1890-12-11	0
telegram-herald	1891-03-10	0
santa-fe-daily-new-mexican	1890-12-23	0
der-deutsche-correspondent	1890-11-17	0
telegram-herald	1891-03-04	0
asheville-daily-citizen	1890-12-05	0
the-news-herald	1891-01-08	0.0167
the-evening-world	1890-11-06	0
daily-tobacco-leaf-chronicle	1890-12-01	0
the-diamond-drill	1890-11-22	0
the-semi-weekly-tribune	1891-01-03	0.0195
boletín-mercantil-de-puerto-rico	1891-03-06	0
waterbury-evening-democrat	1890-12-01	0
richmond-dispatch	1890-11-14	0
der-westbote	1891-01-15	0
the-appeal	1890-12-13	0
daily-tobacco-leaf-chronicle	1890-12-29	0
evening-capital	1891-03-07	0
waterbury-evening-democrat	1890-12-29	0
the-cecil-whig	1890-12-20	0
morning-journal-and-courier	1891-03-12	0
the-caldwell-tribune	1891-01-17	0
the-helena-independent	1890-12-08	0
morning-journal-and-courier	1891-03-06	0
the-caldwell-tribune	1891-01-03	0
st	1891-01-09	0.0157
blue-grass-blade	1891-01-31	0
the-durham-recorder	1890-11-19	0
phillipsburg-herald	1890-11-13	0
evening-capital	1891-03-13	0
fergus-county-argus	1890-11-27	0
the-wilmington-daily-republican	1891-01-19	0
der-westbote	1891-01-01	0
the-dispatch	1891-02-28	0
the-anderson-intelligencer	1891-03-26	0
the-black-hills-union	1891-02-12	0
semi-weekly-interior-journal	1891-02-24	0
the-weiser-signal	1891-01-08	0
the-portland-daily-press	1891-02-24	0
los-cerrillos-rustler	1890-11-14	0
the-daily-morning-astorian	1890-11-14	0
the-kimball-graphic	1891-01-09	0.0429
essex-county-herald	1890-12-05	0
omaha-daily-bee	1891-01-12	0.0151
the-daily-bulletin	1891-01-03	0
deseret-evening-news	1891-01-08	0.0376
the-indianapolis-journal	1891-02-22	0
omaha-daily-bee	1891-01-06	0.0296
the-daily-bulletin	1891-01-17	0
los-angeles-herald	1891-03-29	0
the-camden-chronicle	1890-11-14	0
the-jersey-city-news	1891-01-22	0
morning-appeal	1890-11-22	0
the-portland-daily-press	1891-02-18	0
the-record-union	1891-02-23	0
los-cerrillos-rustler	1890-11-28	0
the-pacific-commercial-advertiser	1891-03-23	0
the-forest-republican	1891-03-11	0
ellsworth-american	1890-12-18	0
deseret-evening-news	1891-01-20	0
the-salt-lake-herald	1890-12-12	0
the-hawaiian-gazette	1891-03-17	0
the-critic	1891-01-12	0.0158
los-angeles-herald	1891-03-01	0
daily-yellowstone-journal	1891-03-26	0
the-manchester-journal	1890-12-25	0
los-angeles-herald	1891-03-15	0
the-critic	1891-01-06	0.0156
the-indiana-state-sentinel	1891-02-18	0
the-sioux-county-journal	1891-02-12	0
the-salt-lake-herald	1890-12-06	0
the-hawaiian-gazette	1891-03-03	0
delaware-gazette-and-state-journal	1890-12-25	0
the-newtown-bee	1891-03-06	0
jamestown-weekly-alert	1890-12-04	0
the-camden-chronicle	1890-11-28	0
the-florida-agriculturist	1890-12-31	0
hermanner-volksblatt	1890-12-19	0
the-globe-republican	1890-12-10	0
daily-independent	1890-11-03	0
st	1891-03-24	0
telegram-herald	1891-01-15	0.0202
evening-star	1890-12-02	0
the-news-herald	1891-03-19	0
fort-worth-daily-gazette	1890-11-21	0
fair-play	1891-01-10	0.0261
bismarck-weekly-tribune	1891-02-06	0
wood-river-times	1890-11-28	0
news-and-citizen	1890-12-04	0
the-sun	1890-12-21	0
pittsburg-dispatch	1891-02-04	0
the-madison-daily-leader	1891-02-11	0
the-wilmington-daily-republican	1891-03-20	0
pittsburg-dispatch	1891-02-10	0
the-madison-daily-leader	1891-02-05	0
idaho-news	1890-12-27	0
wheeling-register	1891-02-28	0
arizona-republican	1890-11-21	0
shepherdstown-register	1891-01-23	0
telegram-herald	1891-01-01	0.0194
the-jasper-weekly-courier	1890-11-07	0
evening-star	1890-12-16	0
savannah-courier	1891-03-12	0
daily-independent	1890-11-17	0
st	1891-03-30	0
nevada-county-picayune	1890-11-13	0
telegram-herald	1891-01-29	0.0142
morning-journal-and-courier	1891-01-17	0.0111
st	1891-03-18	0
wood-river-times	1890-11-14	0
the-evening-bulletin	1891-02-20	0
arizona-weekly-journal-miner	1890-11-26	0
evening-capital	1891-01-02	0
arizona-republican	1890-11-09	0
the-progressive-farmer	1891-03-10	0
the-sunday-herald-and-weekly-national-intelligencer	1890-11-09	0
fort-worth-daily-gazette	1890-11-09	0
evening-capital	1891-01-16	0
the-livingston-enterprise	1890-11-22	0
the-sun	1890-12-09	0
wheeling-register	1891-02-14	0
morning-journal-and-courier	1891-01-03	0.0235
the-dalles-daily-chronicle	1890-12-17	0
perrysburg-journal	1890-12-27	0
alexandria-gazette	1891-02-23	0
dziennik-chicagoski	1891-02-28	0
the-salt-lake-herald	1891-03-08	0
the-yakima-herald	1890-12-04	0
the-lebanon-express	1891-03-27	0
the-wichita-daily-eagle	1891-02-10	0
middlebury-register	1891-03-13	0
emmons-county-record	1891-02-13	0
new-york-tribune	1891-01-27	0
the-times	1891-01-27	0
daily-yellowstone-journal	1890-12-28	0
the-wichita-daily-eagle	1891-02-04	0
the-ketchum-keystone	1891-01-31	0
arizona-weekly-citizen	1891-02-07	0
barbour-county-index	1890-11-05	0
the-intelligencer	1890-12-13	0
los-angeles-herald	1890-12-27	0
the-morning-call	1891-01-27	0.0116
dziennik-chicagoski	1891-02-14	0
west-virginia-argus	1891-02-26	0
the-pacific-commercial-advertiser	1890-12-05	0
the-daily-state-chronicle	1891-03-10	0
evening-journal	1890-11-22	0
the-magnolia-gazette	1891-01-03	0
the-magnolia-gazette	1891-01-17	0
the-wheeling-daily-intelligencer	1891-02-20	0
deming-headlight	1891-01-24	0
the-pacific-commercial-advertiser	1890-12-11	0
the-daily-state-chronicle	1891-03-04	0
the-seattle-post-intelligencer	1891-02-26	0
the-salt-lake-herald	1891-03-20	0
daily-yellowstone-journal	1890-12-14	0
the-morning-news	1891-01-23	0.014
rock-island-daily-argus	1891-02-20	0
the-marlboro-democrat	1891-03-06	0
the-columbia-herald	1891-03-27	0
the-sun	1891-03-07	0
abilene-weekly-reflector	1891-03-05	0
idaho-semi-weekly-world	1891-01-13	0
the-roanoke-times	1890-11-09	0
the-manning-times	1891-02-18	0
oxford-eagle	1891-01-08	0.0229
der-deutsche-correspondent	1891-02-20	0
santa-fe-daily-new-mexican	1891-01-14	0
evening-star	1891-03-24	0
the-dalles-daily-chronicle	1891-03-19	0
the-anaconda-standard	1891-02-04	0
macon-beacon	1890-11-15	0
idaho-county-free-press	1891-03-27	0
the-helena-independent	1891-01-03	0.033
gazeta-de-puerto-rico	1891-03-19	0
st	1890-12-02	0
macon-beacon	1890-11-01	0
the-anaconda-standard	1891-02-10	0
the-helena-independent	1891-01-17	0.0233
st	1890-12-16	0
shenandoah-herald	1890-11-14	0
the-evening-world	1891-02-25	0
elmore-bulletin	1891-03-14	0
evening-star	1891-03-30	0
asheville-daily-citizen	1891-01-26	0
lawrence-democrat	1891-02-13	0
daily-tobacco-leaf-chronicle	1891-01-22	0.0122
waterbury-evening-democrat	1891-01-22	0.0146
the-sedalia-weekly-bazoo	1890-11-25	0
the-semi-weekly-tribune	1890-12-20	0
the-sun	1891-03-13	0
sierra-county-advocate	1891-01-09	0
the-iola-register	1891-01-30	0
the-londonderry-sifter	1891-03-26	0
macon-beacon	1890-11-29	0
the-hope-pioneer	1890-11-21	0
la-correspondencia-de-puerto-rico	1891-01-02	0
santa-fe-daily-new-mexican	1891-01-28	0
clinch-valley-news	1891-03-13	0
evening-star	1891-03-18	0
the-dalles-daily-chronicle	1891-03-25	0
the-cecil-whig	1891-01-03	0
elmore-bulletin	1891-03-28	0
the-dalles-daily-chronicle	1891-03-31	0
the-cecil-whig	1891-01-17	0
griggs-courier	1891-02-20	0
gazeta-de-puerto-rico	1891-03-31	0
shenandoah-herald	1890-11-28	0
the-evening-world	1891-02-19	0
the-caldwell-tribune	1890-12-20	0
la-correspondencia-de-puerto-rico	1891-01-16	0
the-appeal	1891-01-24	0
the-roanoke-times	1890-11-21	0
the-state-rights-democrat	1891-01-23	0.0116
lewiston-teller	1891-01-15	0
dakota-farmers'-leader	1891-01-01	0
the-roanoke-times	1891-03-31	0
evening-capital	1891-02-20	0
wheeling-register	1891-01-22	0.0108
sacramento-daily-record-union	1891-01-05	0.0104
the-evening-bulletin	1891-01-02	0.0471
marble-hill-press	1891-01-22	0
nevada-county-picayune	1890-12-25	0
evening-star	1890-11-08	0
the-jasper-weekly-courier	1890-12-19	0
the-maryville-times	1891-03-25	0
the-forrest-city-times	1890-12-20	0
morning-journal-and-courier	1891-02-21	0
daily-independent	1890-12-09	0
wood-river-times	1890-12-22	0
the-evening-bulletin	1891-01-16	0.0411
lewiston-teller	1891-01-01	0
arizona-weekly-journal-miner	1890-12-10	0
dakota-farmers'-leader	1891-01-15	0
the-roanoke-times	1891-03-25	0
pittsburg-dispatch	1891-01-26	0.012
the-sun	1890-11-03	0
fort-worth-daily-gazette	1890-12-03	0
lewiston-teller	1891-01-29	0
arizona-republican	1890-12-17	0
fergus-falls-ugeblad	1890-12-03	0
evening-star	1890-11-20	0
the-pioneer-express	1890-12-12	0
crawford-avalanche	1890-11-20	0
freie-presse-für-texas	1890-12-05	0
morning-journal-and-courier	1891-02-09	0
the-globe-republican	1890-11-26	0
freie-presse-für-texas	1890-12-11	0
fergus-falls-ugeblad	1890-12-17	0
telegram-herald	1891-02-23	0
fort-worth-daily-gazette	1890-12-17	0
bismarck-weekly-tribune	1891-01-30	0.012
arizona-republican	1890-12-03	0
dakota-farmers'-leader	1891-01-29	0
wood-county-reporter	1891-01-22	0
the-madison-daily-leader	1891-01-27	0
the-sun	1890-11-17	0
the-aegis-&-intelligencer	1891-03-20	0
the-press	1891-02-26	0
spirit-of-jefferson	1891-02-17	0
deseret-evening-news	1891-02-02	0
the-indianapolis-journal	1891-01-28	0.0157
delaware-gazette-and-state-journal	1890-11-13	0
the-salt-lake-herald	1890-11-30	0
the-jersey-city-news	1891-02-28	0
the-hartford-herald	1890-12-17	0
the-daily-state-chronicle	1890-11-14	0
evening-journal	1891-03-26	0
morning-appeal	1890-12-14	0
watauga-democrat	1890-12-04	0
the-record-union	1891-01-15	0.0361
the-hartford-herald	1890-12-03	0
lyon-county-times	1891-02-14	0
spirit-of-jefferson	1891-02-03	0
the-louisiana-democrat	1890-11-05	0
deseret-evening-news	1891-02-16	0
herald-and-news	1891-01-29	0
the-daily-bulletin	1891-02-09	0
omaha-daily-bee	1891-02-18	0
the-manchester-journal	1890-11-13	0
the-critic	1891-02-24	0
le-meschacébé	1891-02-07	0
herald-and-news	1891-01-01	0
the-indianapolis-journal	1891-01-14	0.0208
the-daily-bulletin	1891-02-21	0
the-red-cloud-chief	1890-11-21	0
the-western-sentinel	1891-01-29	0
the-hickman-courier	1891-03-06	0
the-state-republican	1890-12-18	0
the-portland-daily-press	1891-01-06	0
semi-weekly-interior-journal	1891-01-06	0.0123
the-st	1890-11-20	0
the-jersey-city-news	1891-02-14	0
ellsworth-american	1890-11-06	0
orange-county-observer	1890-12-20	0
lyon-county-times	1891-02-28	0
the-bossier-banner	1891-03-19	0
morning-appeal	1890-12-28	0
the-daily-morning-astorian	1890-12-22	0
the-portland-daily-press	1891-01-12	0.0127
the-record-union	1891-01-29	0
the-democrat	1891-01-08	0
workmen's-advocate	1890-11-08	0
the-critic	1891-02-18	0
alpena-weekly-argus	1891-02-18	0
herald-and-news	1891-01-15	0.0115
wheeling-sunday-register	1890-11-09	0
the-salt-lake-herald	1890-11-18	0
omaha-daily-bee	1891-02-24	0
the-cecil-whig	1891-02-21	0
the-maryville-times	1890-12-17	0
griggs-courier	1891-01-16	0.0129
sturgis-advertiser	1891-03-05	0
la-correspondencia-de-puerto-rico	1891-02-20	0
richmond-dispatch	1891-01-15	0
wood-river-times	1891-03-10	0
daily-tobacco-leaf-chronicle	1891-02-28	0
the-great-west	1891-03-06	0
waterbury-evening-democrat	1891-02-28	0
the-manitowoc-pilot	1891-03-19	0
the-iola-register	1891-02-06	0
oxford-democrat	1890-11-25	0
arizona-republican	1891-03-19	0
the-roanoke-times	1890-12-03	0
richmond-dispatch	1891-01-01	0
wood-river-times	1891-03-04	0
the-vermont-watchman	1891-03-18	0
the-helena-independent	1891-02-09	0
griggs-courier	1891-01-02	0
the-forrest-city-times	1891-03-06	0
st	1890-11-08	0
weekly-expositor	1891-03-27	0
the-helena-independent	1891-02-21	0
the-anaconda-standard	1891-01-26	0
freie-presse-für-texas	1891-03-23	0
daily-independent	1891-03-07	0
st	1890-11-20	0
the-evening-world	1891-01-13	0.0142
belmont-chronicle	1891-01-22	0
fergus-falls-ugeblad	1891-03-25	0
der-deutsche-correspondent	1891-01-02	0
asheville-daily-citizen	1891-02-10	0
daily-tobacco-leaf-chronicle	1891-02-14	0
waterbury-evening-democrat	1891-02-14	0
arizona-republican	1891-03-31	0
richmond-dispatch	1891-01-29	0
wessington-springs-herald	1891-03-06	0
arizona-republican	1891-03-25	0
der-deutsche-correspondent	1891-01-16	0
asheville-daily-citizen	1891-02-04	0
daily-independent	1891-03-13	0
la-correspondencia-de-puerto-rico	1891-02-08	0
the-evening-world	1891-01-07	0.0139
morning-appeal	1891-03-26	0
the-wheeling-daily-intelligencer	1891-01-16	0.0252
the-magnolia-gazette	1891-02-21	0
the-pacific-commercial-advertiser	1890-11-27	0
the-seattle-post-intelligencer	1891-01-10	0.0249
los-angeles-herald	1890-11-05	0
the-morning-news	1891-02-15	0
tombstone-daily-prospector	1891-01-14	0
rock-island-daily-argus	1891-01-16	0.0316
daily-yellowstone-journal	1890-11-22	0.0185
the-morning-call	1891-02-05	0
los-angeles-herald	1890-11-11	0
rock-island-daily-argus	1891-01-02	0.0162
the-morning-news	1891-02-01	0
the-aegis-&-intelligencer	1890-12-12	0
the-morning-call	1891-02-11	0
the-opelousas-courier	1891-03-07	0
juniata-sentinel-and-republican	1891-01-21	0
alexandria-gazette	1891-01-29	0
dziennik-chicagoski	1891-01-22	0
the-seattle-post-intelligencer	1891-01-04	0.0183
capital-city-courier	1891-01-24	0
baxter-springs-news	1891-03-14	0
the-hartford-herald	1891-03-25	0
evening-capital-journal	1891-01-14	0
the-wheeling-daily-intelligencer	1891-01-02	0.014
the-times	1891-02-05	0
saint-mary's-beacon	1891-03-12	0
new-york-tribune	1891-02-05	0
tombstone-daily-prospector	1891-01-28	0
orleans-county-monitor	1890-11-17	0
the-ketchum-keystone	1891-02-07	0
alexandria-gazette	1891-01-01	0
western-liberal	1891-03-13	0
the-lafayette-advertiser	1891-01-24	0
alexandria-gazette	1891-01-15	0.0137
orleans-county-monitor	1890-11-03	0
evening-capital-journal	1891-01-28	0
washington-standard	1891-03-06	0
the-iowa-plain-dealer	1891-02-12	0
new-york-tribune	1891-02-11	0
the-times	1891-02-11	0
baxter-springs-news	1891-03-28	0
richmond-dispatch	1891-03-10	0
wood-river-times	1891-01-15	0
sacramento-daily-record-union	1890-12-26	0
wheeling-register	1890-12-01	0
evening-capital	1890-11-03	0
arizona-republican	1891-01-08	0.0316
the-dalles-daily-chronicle	1891-02-02	0
the-austin-weekly-statesman	1891-02-26	0
griggs-courier	1891-03-13	0
the-forrest-city-times	1891-01-03	0
clinch-valley-news	1891-02-20	0
the-columbian	1890-11-21	0
pullman-herald	1890-12-13	0
the-dalles-daily-chronicle	1891-02-16	0
evening-capital	1890-11-17	0
frostburg-mining-journal	1891-03-28	0
the-manitowoc-pilot	1891-01-08	0
richmond-dispatch	1891-03-04	0
the-sun	1891-02-08	0
wheeling-register	1890-12-15	0
the-columbia-herald	1891-02-28	0
the-kinsley-graphic	1891-03-06	0
lawrence-democrat	1891-03-20	0
boletín-mercantil-de-puerto-rico	1890-11-16	0
news-and-citizen	1891-02-05	0
wood-river-times	1891-01-29	0
the-sun	1891-02-20	0
pittsburg-dispatch	1890-12-05	0
the-madison-daily-leader	1890-12-10	0
the-globe-republican	1891-02-11	0
the-anaconda-standard	1891-03-23	0
the-prison-mirror	1890-12-25	0
freie-presse-für-texas	1891-01-26	0
daily-independent	1891-01-02	0
the-evening-world	1891-03-16	0
the-weekly-union-times	1891-01-30	0.0112
der-deutsche-correspondent	1891-03-07	0
telegram-herald	1890-11-14	0
evening-star	1891-02-03	0
the-russellville-democrat	1891-03-05	0
der-deutsche-correspondent	1891-03-13	0
evening-star	1891-02-17	0
daily-independent	1891-01-16	0
the-evening-world	1891-03-02	0
the-vermont-watchman	1891-01-21	0
the-evening-bulletin	1890-12-09	0
pittsburg-dispatch	1890-12-11	0
the-madison-daily-leader	1890-12-04	0
wheeling-register	1890-12-29	0
frostburg-mining-journal	1891-03-14	0
arizona-republican	1891-01-20	0.0156
boletín-mercantil-de-puerto-rico	1890-11-02	0
the-herald-advance	1891-02-06	0
deseret-evening-news	1890-11-21	0
the-seattle-post-intelligencer	1891-03-15	0
the-salt-lake-herald	1891-02-13	0
barton-county-democrat	1891-03-12	0
rock-island-daily-argus	1891-03-13	0
the-weekly-intelligencer	1891-03-21	0
the-brookhaven-leader	1891-01-15	0
evening-capital-journal	1891-03-05	0
morning-appeal	1891-01-23	0
the-portland-daily-press	1890-12-19	0
the-wheeling-daily-intelligencer	1891-03-13	0
semi-weekly-interior-journal	1890-12-19	0
ellsworth-american	1891-02-19	0
evening-capital-journal	1891-03-11	0
jamestown-weekly-alert	1891-02-05	0
the-wheeling-daily-intelligencer	1891-03-07	0
tombstone-daily-prospector	1891-03-05	0
rock-island-daily-argus	1891-03-07	0
the-brookhaven-leader	1891-01-01	0
dziennik-chicagoski	1891-03-27	0
hopkinsville-kentuckian	1890-11-28	0
the-seattle-post-intelligencer	1891-03-01	0
the-salt-lake-herald	1891-02-07	0
capital-city-courier	1891-03-21	0
the-saline-county-journal	1890-12-25	0
the-brookhaven-leader	1891-01-29	0
alexandria-gazette	1891-03-04	0
the-corvallis-gazette	1890-12-05	0
the-seattle-post-intelligencer	1891-03-29	0
omaha-daily-bee	1890-11-13	0
the-lafayette-advertiser	1891-03-21	0
orange-county-observer	1891-01-17	0
semi-weekly-interior-journal	1890-12-25	0
virginia-free-press	1891-02-04	0
the-portland-daily-press	1890-12-25	0
crittenden-press	1891-03-12	0
the-portland-daily-press	1890-12-31	0
orange-county-observer	1891-01-03	0
alexandria-gazette	1891-03-10	0
the-indianapolis-journal	1890-12-23	0
hopkinsville-kentuckian	1890-11-14	0
omaha-daily-bee	1890-11-07	0
emmons-county-record	1891-03-20	0
middlebury-register	1891-02-20	0
juniata-sentinel-and-republican	1891-03-18	0
santa-fe-daily-new-mexican	1890-11-29	0
pullman-herald	1891-03-21	0
ameryka	1891-02-14	0
blue-grass-blade	1891-02-07	0
phillipsburg-herald	1890-12-25	0
fergus-county-argus	1890-12-11	0
wheeling-register	1891-03-27	0
the-evening-bulletin	1891-03-07	0
the-evening-bulletin	1891-03-13	0
the-pascagoula-democrat-star	1890-11-28	0
the-roanoke-times	1891-01-20	0
the-manning-times	1890-12-31	0
der-deutsche-correspondent	1890-12-09	0
indian-chieftain	1891-03-12	0
the-evening-world	1890-12-18	0
iron-county-register	1891-03-05	0
the-caldwell-tribune	1891-02-21	0
ameryka	1891-02-28	0
the-baltimore-county-union	1890-11-22	0
the-anaconda-standard	1890-12-05	0
the-helena-independent	1890-11-02	0
the-evening-world	1890-12-30	0.0105
st	1891-02-03	0
wiarus	1890-11-20	0
the-wilmington-daily-republican	1891-02-13	0
pittsburg-dispatch	1891-03-23	0
the-delta-independent	1890-11-11	0
the-roanoke-times	1891-01-08	0
lawrence-democrat	1890-12-12	0
the-pascagoula-democrat-star	1890-11-14	0
the-wilmington-daily-republican	1891-02-07	0
the-anaconda-standard	1890-12-11	0
the-helena-independent	1890-11-16	0
st	1891-02-17	0
the-evening-world	1890-12-24	0
the-new-north-west	1891-01-09	0.011
santa-fe-daily-new-mexican	1890-11-01	0
